Uniqueid,Region,Location,Zipcode,Latitude,Longitude
6c9040ba-5fd0-4046-ad60-484a09a04a7b,OR,Portland3,97201,45.512101,-122.67705
daf141b0-d315-4c0d-a809-b88dbcb0102f,OR,Portland3,97201,45.512101,-122.67705
45582548-0298-4e56-8d1c-8f6b52e41d7c,OR,Portland3,97201,45.512101,-122.67705
9ad5606d-1c2f-40b1-8d4b-eb509e7b842f,OR,Portland3,97201,45.512101,-122.67705
eb51b733-c94f-4df6-8a85-c353e36a51dd,OR,Portland1,97207,45.404261,-122.617061
a586d9fa-fb9c-40c4-9c88-3ef75d54e6b6,OR,Portland3,97201,45.505603,-122.688215
23443cb5-380d-4839-9de0-c48dab921d35,OR,Portland3,97201,45.512101,-122.67705
5c0ec983-17ec-4c1a-af45-9199f885bff4,OR,Portland3,97201,45.512101,-122.67705
b40587d0-41d5-42f8-bc13-5f61451f6cd2,OR,Portland3,97201,45.512101,-122.67705
1a04d239-111b-4406-b3af-ca05dda20468,OR,Portland1,97206,45.463574,-122.592191
dd941716-b18a-4e22-a314-76223e3c29e5,OR,Portland1,97202,45.548299,-122.62181
5fe44e8b-1ab2-44d7-9002-95d50dc32a09,OR,Portland3,97201,45.512101,-122.67705
91b071b5-da6e-4f12-b192-ee973c4ed04f,OR,Portland3,97201,45.505603,-122.688215
12790cb5-b8e6-43ab-9938-0e35cbc4325f,OR,Portland3,97201,45.512101,-122.67705
f7f7cdf5-12ae-45f6-8ca8-b29bfa2fda51,OR,Portland3,97201,45.512101,-122.67705
b0929774-84f2-4306-9830-b6a0ad0d459a,OR,Portland3,97201,45.512101,-122.67705
596e4b45-c1d0-4310-9b38-ae9fdf88456d,OR,Portland3,97201,45.512101,-122.67705
0cf66eed-6450-4f1d-b8e6-a17d0c9ff491,OR,Portland3,97201,45.505603,-122.688215
57f0533e-24d5-46de-8e3d-48e1997ae626,OR,Portland3,97201,45.512101,-122.67705
471f1f1e-efbb-4e90-9712-740ccd2af471,OR,Portland3,97201,45.505603,-122.688215
d121e661-0e63-41ae-826f-a1765d2fd56c,OR,Portland3,97201,45.512101,-122.67705
e2f89104-1d57-40f6-9778-13d1ba9f20fe,OR,Portland1,97202,45.53147,-122.64846
334c572c-a0bd-48f5-a178-6d9e88bb5812,OR,Portland3,97201,45.512101,-122.67705
87a1ea64-a4a8-4079-a86a-a7f408468f20,OR,Portland3,97201,45.505603,-122.688215
9c4b6eed-cf2f-4893-950c-2d7306267aac,OR,Portland1,97208,45.575077,-122.612977
29d5a2e1-c1e1-4c11-9a49-f194c626af4f,OR,Portland3,97201,45.512101,-122.67705
6b799fb9-ca73-4806-91b8-6e36405dc210,OR,Portland3,97201,45.512101,-122.67705
1c06d83a-6042-49d5-961f-6a0d20ea89e3,OR,Portland3,97201,45.505603,-122.688215
9bb176ef-342a-4f0b-b167-42ea0f1ad2d0,OR,Portland3,97201,45.512101,-122.67705
c54bf86c-f5b2-43c8-ba7f-e5c14f524eed,OR,Portland3,97201,45.512101,-122.67705
3d55c615-8748-4ba9-90b9-6df083b6a760,OR,Portland2,97204,0,0
3cc69617-c9fa-421b-9db8-9ca021241fd3,OR,Portland3,97201,45.505603,-122.688215
2aa8b7c8-4d2b-4bad-b1fd-e7b7d9d88770,OR,Portland3,97201,45.512101,-122.67705
001287b7-0350-4024-83b7-f5630fdb2ce1,OR,Portland2,97202,0,0
a0efe576-db06-4a05-898d-9d5255a95e79,OR,Portland3,97201,45.512101,-122.67705
d999a981-4b1d-46b5-b8b5-edef9c7eea6d,OR,Portland2,97206,0,0
3a1778f6-b37b-4210-83dd-0f561c8b1101,OR,Portland3,97201,45.512101,-122.67705
cb4968d6-a07d-469c-a19c-ed1bd682ff35,OR,Portland3,97201,45.505603,-122.688215
31826726-7da8-4613-852f-3463b0ee0f58,OR,Portland3,97201,45.512101,-122.67705
f14d6640-fd2e-4280-ab64-abaf87a51fba,OR,Portland3,97201,45.512101,-122.67705
87501426-68b7-4f7f-a90c-f8ba914a76cc,OR,Portland3,97201,45.512101,-122.67705
8e5a387a-4d4c-4839-9d85-1000935c2675,OR,Portland2,97210,0,0
64ba541d-cf0b-4595-be9b-9247b7cba856,OR,Portland3,97201,45.512101,-122.67705
070541db-1377-4f95-a545-24bb17b53a20,OR,Portland3,97201,45.512101,-122.67705
8fa58591-80b5-464c-88e3-38c28476c43f,OR,Portland3,97201,45.512101,-122.67705
96b51207-eaa5-4274-aadc-7df92a5c3fb7,OR,Portland2,97203,0,0
8e6cb6a5-8e20-4166-b630-753a934f8113,OR,Portland2,97208,0,0
113be2cc-9eed-4176-9e24-cef676927a7d,OR,Portland3,97201,45.505603,-122.688215
19d4d444-8783-4de3-96b4-b5c69994362a,OR,Portland2,97204,0,0
9b576fa8-422a-4c63-95be-d4f6bc1a5662,OR,Portland2,97202,0,0
c90e2995-732e-41e3-9a8d-9e4ffcc8e22e,OR,Portland2,97201,0,0
a30d9911-8dcc-4b06-aab9-2625f43eeaed,OR,Portland2,97206,0,0
b3c0ef6a-5a1f-4d3b-b09d-c1ec81ccf793,OR,Portland3,97201,45.512101,-122.67705
53a2f20c-8a49-4d53-98e9-7c63e3975bb3,OR,Portland3,97201,45.512101,-122.67705
84268b92-0cd9-4f34-b7c4-ad70c65b64c9,OR,Portland2,97202,0,0
959dedcc-fff3-4fbb-b77e-e20a3160343e,OR,Portland3,97201,45.512101,-122.67705
48af862c-f263-4856-b511-d6687be2389e,OR,Portland3,97201,45.505603,-122.688215
c836c479-ded3-424d-8db5-2f59287a60c8,OR,Portland3,97201,45.505603,-122.688215
195cc1de-813e-4500-a8a4-a92a663c8409,OR,Portland3,97201,45.512101,-122.67705
0ac8d254-d73f-44f4-b605-1095fd527f91,OR,Portland3,97201,45.512101,-122.67705
18640c45-b2f5-47ca-b18c-9e1c497a4e09,OR,Portland3,97201,45.505603,-122.688215
2ef32647-7653-414f-8b5f-a56df231162a,OR,Portland3,97201,45.512101,-122.67705
c25cc76b-6e52-4291-96ef-a0dcc5a01550,OR,Portland3,97201,45.505603,-122.688215
ee4f265c-6b2d-4b76-aa53-b66e15bd252d,OR,Portland2,97207,0,0
eb0b1575-cbe5-4732-8599-18eedfae761b,OR,Portland2,97209,0,0
6cd7a30c-2dec-4fe3-9f33-2fd12d9594e5,OR,Portland3,97201,45.505603,-122.688215
59a6c130-38a3-409d-adb0-3e3ef6b30081,OR,Portland3,97201,45.512101,-122.67705
4c63885d-8a46-4aa2-ae23-f9c929e1215c,OR,Portland3,97201,45.512101,-122.67705
7d0e225b-5393-420e-95c1-5c8524eb0d77,OR,Portland3,97201,45.512101,-122.67705
c62c7830-5cd9-48a2-a8d1-0e7b1bc6bedf,OR,Portland3,97201,45.512101,-122.67705
33b9f485-7a1a-4915-8042-ae2a9b534c27,OR,Portland3,97201,45.512101,-122.67705
9e3ac5d6-0b73-4308-be12-54aab9848ef2,OR,Portland3,97201,45.512101,-122.67705
ccf1166c-efce-40a1-87fc-5a9ab2ea4dcf,OR,Portland3,97201,45.512101,-122.67705
2943bb80-f200-4d3d-a5d0-fe569121f2c3,OR,Portland3,97201,45.505603,-122.688215
4dba0d89-008a-4261-83d6-9a88e3385376,OR,Portland3,97201,45.512101,-122.67705
826d0e7b-aee2-468c-9795-22e01e6fc95c,OR,Portland3,97201,45.512101,-122.67705
baddee89-3035-4944-9840-4653b98a8c4c,OR,Portland3,97201,45.512101,-122.67705
e3f36dbc-6527-40cd-907d-a3bea660a09e,OR,Portland3,97201,45.512101,-122.67705
ccb0f63a-f753-407d-af22-90059e122fcd,OR,Portland3,97201,45.512101,-122.67705
58d45bd4-a069-4d26-a55e-30a6260e6c27,OR,Portland3,97201,45.512101,-122.67705
5e78a40b-9814-4033-9ce8-92ebeda9226e,OR,Portland3,97201,45.512101,-122.67705
b92a2ced-14d8-40a1-b974-384bb3858487,OR,Portland3,97201,45.512101,-122.67705
d2165b81-d393-4e40-a50c-d2a11dbe9d29,OR,Portland3,97201,45.505603,-122.688215
a698ec57-071d-4624-82d5-514a64fef88c,OR,Portland3,97201,45.512101,-122.67705
261fb1db-b344-47ab-bcad-ea2fb1c02fd0,OR,Portland3,97201,45.512101,-122.67705
6be5ca47-c04b-47e0-bb79-0274daf971d0,OR,Portland3,97201,45.512101,-122.67705
fc5ff0b2-7ee1-46d8-9bf2-bbb7ae5bb1ad,OR,Portland3,97201,45.512101,-122.67705
05b89eb6-b826-4b5d-8518-8d48dbb70dd5,OR,Portland3,97201,45.512101,-122.67705
2288b671-b4dd-4577-9b02-1744911e2463,OR,Portland3,97201,45.512101,-122.67705
0c885222-9580-4413-961f-dae4fac64d94,OR,Portland3,97201,45.512101,-122.67705
02673215-8704-4ea5-9561-5a47695971af,OR,Portland3,97201,45.512101,-122.67705
a604102a-dabd-46c5-8ba5-61b8a5459707,OR,Portland3,97201,45.505603,-122.688215
85a19af9-c32f-49b8-989e-91a16827c2c4,OR,Portland3,97201,45.512101,-122.67705
d6dd2ecb-6a12-48c9-8346-95c3da7aae1c,OR,Portland3,97201,45.512101,-122.67705
476c2e98-9c8e-49cf-bcd5-41da50e9027a,OR,Portland3,97201,45.512101,-122.67705
4aff13c0-58ce-47de-bd69-f89119adbdaa,OR,Portland3,97201,45.512101,-122.67705
d08dbda6-ee83-426e-9903-4bb6ef7f2615,OR,Portland3,97201,45.512101,-122.67705
5f5f1d64-a55e-4970-b343-36b0e7435ade,OR,Portland3,97201,45.512101,-122.67705
03a7ccf3-7fe2-4e9b-92a0-bbab691a773c,OR,Portland3,97201,45.505603,-122.688215
b9d3c522-4b09-4493-9551-b60e65054079,OR,Portland3,97201,45.512101,-122.67705
13c590a1-d255-4d61-93bd-9c8ac1937495,OR,Portland3,97201,45.512101,-122.67705
335c8534-0353-4bca-98fc-7efd8638d991,OR,Portland3,97201,45.512101,-122.67705
4fca4b4b-cdd5-4019-b502-abbb6d9d7533,OR,Portland3,97201,45.512101,-122.67705
7cc878ee-e48a-43ff-9047-99d25bf4e721,OR,Portland3,97201,45.505603,-122.688215
501c4b39-2bee-4c50-bd18-d53254dbba90,OR,Portland3,97201,45.512101,-122.67705
ef85b255-a8a3-4047-a9c9-242725bc2791,OR,Portland3,97201,45.505603,-122.688215
b1d320bd-b607-4a85-ba50-69097f6b2e21,OR,Portland3,97201,45.512101,-122.67705
19341a8c-fc0c-4743-a0fe-fa74d9fec246,OR,Portland3,97201,45.512101,-122.67705
82eeb43e-3b71-4718-b6c7-f51a41456c17,OR,Portland3,97201,45.505603,-122.688215
c3b5ddb9-378d-4331-9c74-fcb53ef45e53,OR,Portland3,97201,45.512101,-122.67705
002643d6-75cf-47f9-9641-796578264d5f,OR,Portland2,97201,0,0
ed8bda11-d461-4355-8e6f-b40c42109e74,OR,Portland3,97201,45.505603,-122.688215
ef5fd1ed-e986-4b76-a41b-03b6bbf3e34c,OR,Portland3,97201,45.512101,-122.67705
3b298567-181f-4b9c-b7b5-895e652944bc,OR,Portland3,97201,45.512101,-122.67705
9ec2e3e2-2111-4485-a12e-520412e7cd6d,OR,Portland2,97204,0,0
d860e968-fdfc-4e88-aa65-f7f058b71959,OR,Portland3,97201,45.512101,-122.67705
e2f97b2c-19a7-4ca8-b907-19f2d7738391,OR,Portland1,97202,45.443044,-122.623834
e7c77f44-f56d-4d35-a0e9-c9a64387de9c,OR,Portland2,97202,0,0
2ab30efc-804e-4646-8ffd-6d52d051eed1,OR,Portland2,97204,0,0
78c82b6f-d17a-4948-aa14-b35e17e90042,OR,Portland1,97210,45.541242,-122.711023
3ba4c455-e649-4698-a283-079c03ff07a9,OR,Portland2,97201,0,0
46f7a032-3563-413a-9102-d9f1bcf60598,OR,Portland2,97202,0,0
538926c4-179f-495f-99d6-bf76a6393966,OR,Portland1,97201,45.511574,-122.680128
021d4a83-b444-4cee-a8be-975e7e41463b,OR,Portland2,97203,0,0
3afde951-f5c6-48bd-b46d-759233d968f1,OR,Portland1,97209,45.453797,-122.728293
dec4a53c-e692-4c81-9b7a-497350abe562,OR,Portland1,97209,45.542609,-122.829945
b7ba9cdc-5734-48ee-aa0a-a908743bd6b8,OR,Portland1,97205,45.51395,-122.604678
deac2c0e-4167-4074-afe0-85d363ddefb8,OR,Portland3,97201,45.512101,-122.67705
228aa49a-c46d-4a47-882d-5360c5bf51cd,OR,Portland2,97209,0,0
f70429bb-0875-4787-9f06-bfaea3cc817e,OR,Portland3,97201,45.512101,-122.67705
f4659215-3aec-4645-afde-a0cb92dbb5c7,OR,Portland2,97206,0,0
30241b2e-5ea9-4716-8aec-b2a5fca1c2d2,OR,Portland2,97203,0,0
ea4637a8-cd87-47bb-9ee3-aedc94b896be,OR,Portland1,97204,45.401336,-122.810582
a115a54e-3506-4c74-965e-697f5da4e27a,OR,Portland2,97203,0,0
b798037a-4b53-427b-8db3-0d8f3f2a22a8,OR,Portland2,97204,0,0
7adbb888-c39d-46a1-8fa8-d16de725b21c,OR,Portland1,97207,45.569961,-122.694521
2bca0fe5-a92d-47ca-85f4-601741a2b34e,OR,Portland1,97206,45.463701,-122.582231
1d7663e2-ac24-465d-8d71-dce9e2d31fb4,OR,Portland3,97201,45.512101,-122.67705
4ca72949-fd43-4a75-ac1d-a90055dac0d2,OR,Portland2,97210,0,0
9762d703-265f-4091-8793-03f3fc904467,OR,Portland2,97204,0,0
9d279bca-292e-4789-a070-915aef97e152,OR,Portland2,97202,0,0
cb48d358-88ac-491d-bd86-de6def2ef570,OR,Portland1,97209,45.562949,-122.865404
ca0226c1-879b-4ddc-9255-fca4fd408e10,OR,Portland1,97206,45.492505,-122.557387
aee22a15-fab4-4b3d-9f15-5e08fc173912,OR,Portland3,97201,45.512101,-122.67705
02202c15-18c7-4314-a66b-8eccfe128dd8,OR,Portland1,97203,45.53676,-122.594691
2f4daa08-bfeb-43e9-9f5f-01a6e1797c20,OR,Portland2,97209,0,0
0063fb29-5643-4187-a071-a8c9e8349258,OR,Portland3,97201,45.512101,-122.67705
c77c0513-0b01-47ba-9d38-26eec8c2bac4,OR,Portland2,97201,0,0
f4f1e4b3-0544-4698-b231-6d91412ae912,OR,Portland3,97201,45.512101,-122.67705
aad961c6-db61-4d10-97a3-0c5cc8145739,OR,Portland2,97202,0,0
608c859c-5b01-4c24-8ad4-ad921121a02c,OR,Portland2,97207,0,0
9f674478-5e35-4d3d-aaab-75dd397cdc6d,OR,Portland3,97201,45.512101,-122.67705
61cd3ac8-3c74-47ed-b9cd-d12ed7fbe5aa,OR,Portland3,97201,45.512101,-122.67705
9a11dcc6-c213-4778-a109-3048871dff3f,OR,Portland1,97206,45.495295,-122.577582
49d4d688-ea54-4292-8204-ef1c36e325d0,OR,Portland1,97206,45.484692,-122.616487
820d3728-47ca-4547-9125-ecab2cf70ec5,OR,Portland1,97205,45.486519,-122.758026
da22f2f1-6b43-49a3-ad54-e585a9a8c082,OR,Portland2,97203,0,0
5daf9366-dd0f-4db3-a165-db0870b63a9c,OR,Portland1,97210,45.559407,-122.568949
acef5fae-6945-4a83-bc97-c038b4503d7f,OR,Portland1,97205,45.492886,-122.774096
530af9e7-6637-49dc-8ca7-9045e816e118,OR,Portland3,97201,45.512101,-122.67705
9de10fe1-10d3-4812-a4b6-392b0d82cdb1,OR,Portland2,97202,0,0
014e9ed6-5c29-4f11-8f71-82e478c6ef83,OR,Portland2,97204,0,0
d21fec7d-4acd-4e7f-8062-1efd3775e9c4,OR,Portland2,97203,0,0
7a1fcce1-ce27-4995-b7f0-2f6bdd803289,OR,Portland1,97204,45.407495,-122.827102
46058935-57b4-4f50-b138-a7b903fb1ab4,OR,Portland2,97206,0,0
a2697ebc-c8ae-4b5c-9379-073b1b900e5c,OR,Portland2,97206,0,0
8c782e4e-017c-453c-96fa-a04ea8c51aab,OR,Portland3,97201,45.505603,-122.688215
86f12103-7fc3-4edb-bce0-d2ac3fbac9fa,OR,Portland2,97207,0,0
0f9dd4a5-e958-479c-ab66-bc705931e50d,OR,Portland2,97209,0,0
d65c8a8e-bb4e-4f97-b738-ecb044733ab3,OR,Portland1,97205,45.520458,-122.580504
82520284-ec69-46aa-9aef-5e1d1ce5e82f,OR,Portland1,97202,45.490301,-122.629413
571bc50d-2ba3-4de8-b0c0-0a60ea28f910,OR,Portland1,97207,45.557892,-122.668182
4d74427f-1ab2-430c-80e9-413bd292c8b5,OR,Portland2,97207,0,0
7b9c6410-2d61-4f76-8fed-342053348cc1,OR,Portland2,97203,0,0
4c366d1e-22ab-4134-8d31-93157899fcce,OR,Portland3,97201,45.512101,-122.67705
f2d2754f-829f-4fa2-9502-c5344ed45754,OR,Portland2,97203,0,0
00efefe1-f4c9-4af2-aa8c-9ae65896be61,OR,Portland2,97201,0,0
c6ee33fc-a736-49d4-9a5f-628c76e5cbb2,OR,Portland1,97207,45.57794,-122.666808
072204ff-9a4a-4cff-b66b-c10e95dc7971,OR,Portland2,97201,0,0
4eced820-3074-4f90-aa60-b133e19e7c3a,OR,Portland2,97208,0,0
d44f2467-685f-40d5-9942-8e5d277b2a5b,OR,Portland3,97201,45.512101,-122.67705
ee88ea86-96b5-4d55-91f9-65c3552722b1,OR,Portland3,97201,45.505603,-122.688215
6c0ab315-64f2-41d1-a974-1391edf3ded8,OR,Portland1,97207,45.610869,-122.674638
376769dd-cf1c-4cc8-a251-d65e8dcdfc17,OR,Portland3,97201,45.512101,-122.67705
98f30975-c02e-44b9-b02e-4e35393baae1,OR,Portland3,97201,45.512101,-122.67705
a1dd3d3c-0724-4889-8f1a-e134c4c77ec9,OR,Portland1,97202,45.437633,-122.598283
0b0563c7-b76d-4261-b451-f60bc4a9041d,OR,Portland3,97201,45.512101,-122.67705
91b50ef9-b4c9-447c-b372-3922f012d9b7,OR,Portland3,97201,45.512101,-122.67705
9bd53fce-2a01-4e55-b1b9-d9088be25e29,OR,Portland2,97202,0,0
7df7a17f-10f3-42c9-9fae-c6d73afd80d0,OR,Portland2,97202,0,0
0456a8b0-069e-4c35-abaf-fd873673f616,OR,Portland1,97209,45.457333,-122.674961
4ceb4200-e238-403a-bd9c-b24703d6e784,OR,Portland3,97201,45.512101,-122.67705
499c6559-2d3d-4db9-8deb-4a57bc811394,OR,Portland2,97209,0,0
9c87ebb6-bc2b-41d3-8a09-12cf6e1beab8,OR,Portland1,97201,45.488565,-122.724994
a6ca4f63-e4bd-47e2-acba-7bb7856dbb35,OR,Portland3,97201,45.512101,-122.67705
1b52e081-50ad-4e63-bbcb-b087b7fca898,OR,Portland2,97203,0,0
e02f871e-320c-4b49-bd6d-8aae0835180d,OR,Portland2,97202,0,0
52088b70-4fa7-420d-b4bb-3cc629e5c3e6,OR,Portland3,97201,45.512101,-122.67705
27f9fd37-2331-4677-aa1a-b9c349cf1b5d,OR,Portland3,97201,45.505603,-122.688215
11e21d0a-9470-4c64-ad1f-0e8588683bd7,OR,Portland3,97201,45.512101,-122.67705
7718aca7-9f4b-4623-941f-ccefbc873928,OR,Portland2,97203,0,0
946dfcc6-e664-479e-846e-97b8772764bc,OR,Portland2,97207,0,0
6d0de9bf-f6ba-4231-860b-91a141019cd7,OR,Portland1,97202,45.454488,-122.606808
0937a8fd-3060-42e0-a093-14725371eb8b,OR,Portland3,97201,45.505603,-122.688215
6c8a65cd-0913-41d4-af70-84a455653f7f,OR,Portland2,97206,0,0
82013701-3c56-4df3-9a6a-fc67970c3914,OR,Portland3,97201,45.512101,-122.67705
65313c5b-3127-48c1-a8b3-f985f36b08cf,OR,Portland3,97201,45.505603,-122.688215
b79657b3-147e-407d-b413-e1cba3b32120,OR,Portland2,97207,0,0
09d0c7e3-6f6e-45cc-a9ac-8250e29b5000,OR,Portland3,97201,45.512101,-122.67705
a75b26e4-59b1-480b-b467-e2d722153b9f,OR,Portland3,97201,45.512101,-122.67705
f36d8d20-c5dc-46e1-8fbe-bd41f4b99501,OR,Portland3,97201,45.512101,-122.67705
d16549c6-d74c-433d-8693-f0c0553c3409,OR,Portland2,97203,0,0
d1af77f5-6ff1-4e0e-b8be-896f9095fb6f,OR,Portland2,97205,0,0
17df2f54-74bc-415d-98cb-48699200bfd7,OR,Portland2,97206,0,0
202389f8-5b25-4371-b4d6-e8827dc44415,OR,Portland2,97204,0,0
223e6422-90c1-49a4-9968-56f2e749db9c,OR,Portland2,97203,0,0
ca54588e-23a8-4f34-8147-1d3cfb01018c,OR,Portland2,97204,0,0
bbf1e9ce-5d08-4517-b8c6-166b162dc197,OR,Portland1,97202,45.457006,-122.629964
3c5dc6c0-0f44-4bcc-8a99-8f9f8b7c9580,OR,Portland3,97201,45.512101,-122.67705
9f748e49-1ce5-42bd-9402-f759edcb358f,OR,Portland2,97201,0,0
d574157f-0672-441e-b757-92fbeb6249f2,OR,Portland3,97201,45.512101,-122.67705
873822fc-8732-413d-9032-b9ada631baf0,OR,Portland2,97205,0,0
efadd7c5-9113-4485-81b3-fae329aeb72c,OR,Portland3,97201,45.512101,-122.67705
ac932ebe-9efc-49a9-b98b-40c36537eae2,OR,Portland3,97201,45.512101,-122.67705
6f0965fb-46ee-4dbb-834d-d93aaefd8bb5,OR,Portland2,97210,0,0
99bf5144-2bff-4e8f-aa2d-cdd237a013cb,OR,Portland2,97209,0,0
c2d44e1c-6892-4b38-bdc8-667f202979db,OR,Portland3,97201,45.512101,-122.67705
279ace12-ba9d-400f-a517-f7a726e597da,OR,Portland3,97201,45.512101,-122.67705
5273c19e-d8b8-4579-8964-c9009db1c6e1,OR,Portland2,97209,0,0
926c7b5f-38b0-477b-af34-9cbdd10bb3b3,OR,Portland3,97201,45.512101,-122.67705
c2840c69-9e90-4559-83c8-7a5428e89d93,OR,Portland3,97201,45.505603,-122.688215
60ab3fe6-19aa-44db-a065-4a8cb502c008,OR,Portland3,97201,45.512101,-122.67705
a6f29627-aac8-4525-bde5-3df0290ce2f4,OR,Portland2,97205,0,0
bba551fb-41b8-42a7-a502-da341b322fe8,OR,Portland2,97210,0,0
e3dc24d3-60bb-4b66-ab9e-6544526b4846,OR,Portland3,97201,45.512101,-122.67705
35c59924-aa8a-491f-9493-0a2255f00865,OR,Portland3,97201,45.512101,-122.67705
000c1c74-3be3-4f82-822a-ead14a15cc51,OR,Portland3,97201,45.512101,-122.67705
fddc462d-0d86-4cc0-90ce-ef635479f63b,OR,Portland1,97210,45.529234,-122.533538
c4c99821-0d3e-455f-b39c-4074220c4ebc,OR,Portland3,97201,45.512101,-122.67705
a80eef45-ca8d-4b23-a715-46c1e03d0a34,OR,Portland3,97201,45.512101,-122.67705
b18734e4-50ae-4ef6-9f9a-efb2459e06b5,OR,Portland3,97201,45.512101,-122.67705
18c9c86e-e546-40cb-ab75-4c9d659d7f85,OR,Portland3,97201,45.512101,-122.67705
5c1e8917-87ff-48e3-b251-c20a9cf08a24,OR,Portland2,97201,0,0
b3c1b896-70d2-4bf9-83f5-83801f8d0975,OR,Portland3,97201,45.505603,-122.688215
5d7e1d54-97e0-4c62-8b6b-5fc7a614037b,OR,Portland3,97201,45.512101,-122.67705
823db3a7-33de-402c-a5b5-eb03c67116b0,OR,Portland2,97209,0,0
b8adbe98-22d8-466e-93ca-acb6d9ec8aa1,OR,Portland1,97207,45.415249,-122.59948
ad043584-f0cb-4a1f-897a-6da575bedc2d,OR,Portland3,97201,45.505603,-122.688215
5532cf66-419b-4975-b0c2-6ffbebe376be,OR,Portland2,97206,0,0
3ff1a8a6-276e-4ef6-b2b5-0e83cd57b710,OR,Portland3,97201,45.512101,-122.67705
02dfde09-6674-476f-aa98-a9b87f1b4b2b,OR,Portland3,97201,45.512101,-122.67705
a0d3667a-23d5-4d9b-a9e4-9757b06644f4,OR,Portland3,97201,45.512101,-122.67705
52d49d32-3cbe-4b9a-b60d-90cd0c01a333,OR,Portland2,97210,0,0
d9060115-a84a-43d9-9511-67ddefb18486,OR,Portland2,97205,0,0
923fe9c2-fbeb-4ebf-8739-42f59dac1ba7,OR,Portland3,97201,45.512101,-122.67705
33976881-a0bb-4b83-acc1-8475a755b6a9,OR,Portland2,97209,0,0
9f061cc4-0293-4d8c-8f36-87f699348d6b,OR,Portland1,97203,45.530533,-122.616807
292dd992-a922-409a-ab02-2502b7bae692,OR,Portland3,97201,45.512101,-122.67705
4f46a908-f8de-4dc6-b280-0b3acee64466,OR,Portland3,97201,45.512101,-122.67705
b252acc8-2a2e-4609-bbe9-e90175426fa3,OR,Portland3,97201,45.512101,-122.67705
9835b6b9-7648-45e6-b68a-f4bd8758e698,OR,Portland3,97201,45.512101,-122.67705
54820de8-81cd-41b9-ae80-2869b34bd779,OR,Portland3,97201,45.512101,-122.67705
d8d28497-f65f-44a1-b6aa-65cc52a78888,OR,Portland3,97201,45.512101,-122.67705
ab454a00-673d-4df7-85cb-4e4980edd898,OR,Portland3,97201,45.505603,-122.688215
3b5d1ca8-4222-43b0-8547-8fd299ff46a3,OR,Portland2,97202,0,0
69e63f0f-9b63-4adb-b3d4-52c66d4e88f6,OR,Portland2,97210,0,0
5731900b-37fe-4859-a8ee-79c08032655b,OR,Portland2,97205,0,0
064b3885-d8fe-4cfd-8863-9190d529bb4c,OR,Portland1,97207,45.571872,-122.669424
3cd781ed-2442-433e-9487-3669de0d0b43,OR,Portland2,97204,0,0
9f0f56b1-f11d-4eca-990d-05fe815c7fa3,OR,Portland1,97204,45.39395,-122.759323
eabed334-e454-4d1f-9217-ed7289365322,OR,Portland3,97201,45.505603,-122.688215
6346b9fd-0c04-480a-969f-159b6deac8d5,OR,Portland2,97203,0,0
8c1652ae-73eb-4928-959c-3dc88ba1abf6,OR,Portland2,97203,0,0
28e2b297-fa43-45ec-af00-d01a10e6ac06,OR,Portland2,97209,0,0
dddfef07-c4f5-4068-ad6f-e81f6194122d,OR,Portland3,97201,45.512101,-122.67705
275606e7-8956-447a-8f92-b90d001fff68,OR,Portland2,97204,0,0
8ab1d313-8438-48f1-a9b0-ffbed03a292e,OR,Portland3,97201,45.512101,-122.67705
5ae13cba-06ac-4ff7-8bd5-c63412c1791c,OR,Portland1,97208,45.569364,-122.618707
822d88ea-a693-43a9-b030-f786e751f730,OR,Portland2,97207,0,0
d60c619a-3665-4bd8-a36c-1b298abcd75f,OR,Portland2,97206,0,0
a8fd471a-7a68-4253-aaec-5a9bdfae74da,OR,Portland3,97201,45.512101,-122.67705
953c1317-0e09-407c-b222-45cd9165d878,OR,Portland3,97201,45.505603,-122.688215
6158330c-688f-4178-b185-22030ab80c18,OR,Portland3,97201,45.512101,-122.67705
ef7cdc45-eaa4-4c36-94f9-bd6c3d0a162f,OR,Portland3,97201,45.512101,-122.67705
e253bae3-f1fb-4788-96f6-3373a0c03747,OR,Portland3,97201,45.512101,-122.67705
1f2211d3-17a4-4387-abc2-7e3c72313fc1,OR,Portland3,97201,45.512101,-122.67705
ea5b099b-1f3f-4056-a2e5-736a25eabad1,OR,Portland3,97201,45.512101,-122.67705
6ba5fe77-2843-4911-9582-d57b1612ee03,OR,Portland3,97201,45.512101,-122.67705
44f3216a-0c07-4800-9501-b54bb65089ea,OR,Portland1,97210,45.562287,-122.569707
716c9eff-50b9-4bd3-8b50-8383efebdd2c,OR,Portland3,97201,45.512101,-122.67705
abcbd66b-7989-405c-a7fb-56d6da60d461,OR,Portland3,97201,45.512101,-122.67705
79409d6f-580f-43d4-91a3-4b8ab69d6d2f,OR,Portland2,97204,0,0
6a04f9ca-5ed7-482e-9e58-aad9119b9e82,OR,Portland3,97201,45.512101,-122.67705
4d9af349-402b-4925-bf66-681001393ae6,OR,Portland3,97201,45.512101,-122.67705
6ff36575-ef1b-4b30-b64c-e6f09e6bdf94,OR,Portland3,97201,45.512101,-122.67705
57586de2-f3bb-4b5f-9845-db10bff4f779,OR,Portland3,97201,45.512101,-122.67705
0300e06a-b95e-4fe0-bf20-6cd6832a521d,OR,Portland3,97201,45.512101,-122.67705
